ID,site.ID,region,region.ID,subregion (NA),subregion.ID (NA),year,season.phase,season.phase.ID,type,type.ID,sex,sex.ID,INF.status,Affiliation,State,City,Zipcode,Date Collected,Date Sampled,Date Processed,Method,Notes,UGA MyID,TAG #,OE score,,,,,,,,,,,,,,,,,,,
64,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/15/2012,2/15/2012,2012,tape,Tagged Patriot's Point 1/12/2012; 6th capture,,PCN 790,1,,,,,,,,,,,,,,,,,,,
66,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/15/2012,2/15/2012,2012,tape,Tagged Patriot's Point 1/20/2012; 6th capture,,PCN 809,1,,,,,,,,,,,,,,,,,,,
67,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/15/2012,2/15/2012,2012,tape,Tagged Patriot's Point 1/20/2012; 4th capture,,PCN 822,1,,,,,,,,,,,,,,,,,,,
69,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/15/2012,2/15/2012,2012,tape,Tagged Patriot's Point 1/30/2012; 3rd capture,,PCN 906,1,,,,,,,,,,,,,,,,,,,
71,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,F,1,0,,SC,"Mount Pleasant, SC",32346,2/15/2012,2/15/2012,2012,tape,Ex-larva James Is. emerged indoors 2/05/12; Tagged Patriot's Point 2/08/2012; 2nd recovery; recaptured again on 2/20 (#60 in Dara's book); OE  score was 1 the first time and 2 the second time,,PCN 958,1,,,,,,,,,,,,,,,,,,,
72,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,F,1,0,,SC,"Mount Pleasant, SC",32346,2/15/2012,2/15/2012,2012,tape,Ex-larva James Is. emerged indoors 2/06/12; Tagged Patriot's Point 2/08/2012; 2nd recovery,,PCN 962,1,,,,,,,,,,,,,,,,,,,
73,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/15/2012,2/15/2012,2012,tape,Tagged Patriot's Point 2/08/2012; 2nd capture,,PCN 973,1,,,,,,,,,,,,,,,,,,,
75,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/15/2012,2/15/2012,2012,tape,Tagged Patriot's Point 2/15/2012; first capture; recaptured again on 2/21 (#71 in Dara's book); OE score was same both times,,PCN 992,1,,,,,,,,,,,,,,,,,,,
86,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/15/2012,2/15/2012,2012,tape,Tagged Patriot's Point 12/25/2011; 4th capture,,PNC 767,1,,,,,,,,,,,,,,,,,,,
87,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/15/2012,2/15/2012,2012,tape,Tagged Patriot's Point 1/20/2012; 4th capture,,PCN 827,2,,,,,,,,,,,,,,,,,,,
2,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 12/25/2011; 3rd capture,,NPH 442,0,,,,,,,,,,,,,,,,,,,
10,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 1/02/2012; 3rd capture,,PBL 582,0,,,,,,,,,,,,,,,,,,,
15,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 1/08/2012; 3rd capture,,PCN 737,0,,,,,,,,,,,,,,,,,,,
16,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,F,1,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 1/20/2012; 2nd capture,,PCN 825,0,,,,,,,,,,,,,,,,,,,
20,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 2/03/2012; 2nd capture,,PCN 932,0,,,,,,,,,,,,,,,,,,,
23,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,F,1,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 2/08/2012; 2nd capture,,PCN 974,0,,,,,,,,,,,,,,,,,,,
24,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 2/08/2012; 2nd capture; recaptured again on 2/20 (#68 in Dara's book); OE score was 0 the first time and 1 the second time (2/20),,PCN 976,0,,,,,,,,,,,,,,,,,,,
29,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 2/18/2012; first capture,,PER 078,0,,,,,,,,,,,,,,,,,,,
30,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 2/18/2012; first capture,,PER 079,0,,,,,,,,,,,,,,,,,,,
31,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 2/18/2012; first capture,,PER 080,0,,,,,,,,,,,,,,,,,,,
32,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 2/18/2012; first capture,,PER 081,0,,,,,,,,,,,,,,,,,,,
54,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 12/25/2011; 5th capture,,PNC 738,0,,,,,,,,,,,,,,,,,,,
56,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 12/25/2011; 3rd capture,,PNC 750,0,,,,,,,,,,,,,,,,,,,
65,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 1/16/2012; 4th capture,,PCN 804,1,,,,,,,,,,,,,,,,,,,
68,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 1/23/2012; 6th capture,,PCN 834,1,,,,,,,,,,,,,,,,,,,
74,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 2/11/2012; 2nd capture,,PCN 987,1,,,,,,,,,,,,,,,,,,,
76,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 2/18/2012; first capture,,PER 082,1,,,,,,,,,,,,,,,,,,,
77,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,,SC,"Mount Pleasant, SC",32346,2/18/2012,2/18/2012,2012,tape,Tagged Patriot's Point 2/18/2012; first capture,,PER 083,1,,,,,,,,,,,,,,,,,,,
20053,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,Dara Satterfield,SC,"Mount Pleasant, SC",32346,2/20/2012,2/20/2012,2012,tape,recap,,NPH 528,1,,,,,,,,,,,,,,,,,,,
20054,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,Dara Satterfield,SC,"Mount Pleasant, SC",32346,2/20/2012,2/20/2012,2012,tape,,,NPH 533,1,,,,,,,,,,,,,,,,,,,
20056,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,F,1,0,Dara Satterfield,SC,"Mount Pleasant, SC",32346,2/20/2012,2/20/2012,2012,tape,,,PER 084,1,,,,,,,,,,,,,,,,,,,
20057,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,F,1,0,Dara Satterfield,SC,"Mount Pleasant, SC",32346,2/20/2012,2/20/2012,2012,tape,,,PER 085,2,,,,,,,,,,,,,,,,,,,
20058,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,Dara Satterfield,SC,"Mount Pleasant, SC",32346,2/20/2012,2/20/2012,2012,tape,recap,,NPH 558,2,,,,,,,,,,,,,,,,,,,
20061,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,F,1,0,Dara Satterfield,SC,"Mount Pleasant, SC",32346,2/20/2012,2/20/2012,2012,tape,,,PER 086,1,,,,,,,,,,,,,,,,,,,
20063,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,F,1,0,Dara Satterfield,SC,"Mount Pleasant, SC",32346,2/20/2012,2/20/2012,2012,tape,recap; deformed left forewing,,PCN 810,1,,,,,,,,,,,,,,,,,,,
20064,123,coastal overwintering,4,southeast,3,1,Feb,7,A,2,M,2,0,Dara Satterfield,SC,"Mount Pleasant, SC",32346,2/20/2012,2/20/2012,2012,tape,recap,,PCN 858,0,,,,,,,,,,,,,,,,,,,
